NO,GAP,TIME,RACE,TIRE,LAP,STINT_LAP
77,8.464 ,1:41.214,bahrain2015,Soft,5.0,5.0
3,11.197 ,1:41.336,bahrain2015,Soft,5.0,5.0
8,12.380 ,1:41.631,bahrain2015,Soft,5.0,5.0
27,13.955 ,1:41.630,bahrain2015,Soft,5.0,5.0
9,14.683 ,1:41.741,bahrain2015,Soft,5.0,5.0
55,17.032 ,1:41.914,bahrain2015,Soft,5.0,5.0
11,17.911 ,1:41.980,bahrain2015,Soft,5.0,5.0
12,19.183 ,1:42.213,bahrain2015,Soft,5.0,5.0
14,20.152 ,1:42.521,bahrain2015,Soft,5.0,5.0
19,20.608 ,1:41.771,bahrain2015,Soft,5.0,5.0
13,22.318 ,1:41.753,bahrain2015,Medium,5.0,5.0
26,24.094 ,1:43.081,bahrain2015,Soft,5.0,5.0
33,PIT  ,1:46.696,bahrain2015,Soft,5.0,5.0
28,36.729 ,1:44.638,bahrain2015,Soft,5.0,5.0
98,37.582 ,1:46.003,bahrain2015,Soft,5.0,5.0
44,0,1:40.156,bahrain2015,Soft,6.0,6.0
5,2.303 ,1:40.306,bahrain2015,Soft,6.0,6.0
6,3.725 ,1:40.117,bahrain2015,Soft,6.0,6.0
7,5.974 ,1:40.196,bahrain2015,Soft,6.0,6.0
77,9.231 ,1:40.923,bahrain2015,Soft,6.0,6.0
3,12.349 ,1:41.308,bahrain2015,Soft,6.0,6.0
8,14.184 ,1:41.960,bahrain2015,Soft,6.0,6.0
27,15.711 ,1:41.912,bahrain2015,Soft,6.0,6.0
9,16.820 ,1:42.293,bahrain2015,Soft,6.0,6.0
55,19.116 ,1:42.240,bahrain2015,Soft,6.0,6.0
11,19.851 ,1:42.096,bahrain2015,Soft,6.0,6.0
12,21.039 ,1:42.012,bahrain2015,Soft,6.0,6.0
19,22.345 ,1:41.893,bahrain2015,Soft,6.0,6.0
14,23.378 ,1:43.382,bahrain2015,Soft,6.0,6.0
13,24.293 ,1:42.131,bahrain2015,Medium,6.0,6.0
26,25.313 ,1:41.375,bahrain2015,Soft,6.0,6.0
28,41.339 ,1:44.766,bahrain2015,Soft,6.0,6.0
98,42.452 ,1:45.026,bahrain2015,Soft,6.0,6.0
33,62.978 ,2:16.163,bahrain2015,Medium,6.0,0.0
44,0,1:40.159,bahrain2015,Soft,7.0,7.0
5,4.501 ,1:42.357,bahrain2015,Soft,7.0,7.0
6,5.021 ,1:41.455,bahrain2015,Soft,7.0,7.0
7,6.407 ,1:40.592,bahrain2015,Soft,7.0,7.0
77,10.369 ,1:41.297,bahrain2015,Soft,7.0,7.0
3,13.544 ,1:41.354,bahrain2015,Soft,7.0,7.0
8,15.778 ,1:41.753,bahrain2015,Soft,7.0,7.0
27,17.627 ,1:42.075,bahrain2015,Soft,7.0,7.0
9,19.126 ,1:42.465,bahrain2015,Soft,7.0,7.0
55,21.396 ,1:42.439,bahrain2015,Soft,7.0,7.0
11,22.210 ,1:42.518,bahrain2015,Soft,7.0,7.0
12,23.479 ,1:42.599,bahrain2015,Soft,7.0,7.0
19,24.663 ,1:42.477,bahrain2015,Soft,7.0,7.0
14,25.476 ,1:42.257,bahrain2015,Soft,7.0,7.0
13,26.474 ,1:42.340,bahrain2015,Medium,7.0,7.0
26,27.167 ,1:42.013,bahrain2015,Soft,7.0,7.0
28,45.718 ,1:44.538,bahrain2015,Soft,7.0,7.0
98,47.752 ,1:45.459,bahrain2015,Soft,7.0,7.0
33,63.801 ,1:40.982,bahrain2015,Medium,7.0,1.0
44,0,1:40.447,bahrain2015,Soft,8.0,8.0
6,5.360 ,1:40.786,bahrain2015,Soft,8.0,8.0
5,6.553 ,1:42.499,bahrain2015,Soft,8.0,8.0
7,7.291 ,1:41.331,bahrain2015,Soft,8.0,8.0
77,11.243 ,1:41.321,bahrain2015,Soft,8.0,8.0
3,14.316 ,1:41.219,bahrain2015,Soft,8.0,8.0
8,17.339 ,1:42.008,bahrain2015,Soft,8.0,8.0
27,19.366 ,1:42.186,bahrain2015,Soft,8.0,8.0
9,21.097 ,1:42.418,bahrain2015,Soft,8.0,8.0
11,23.489 ,1:41.726,bahrain2015,Soft,8.0,8.0
55,24.799 ,1:43.850,bahrain2015,Soft,8.0,8.0
12,25.468 ,1:42.436,bahrain2015,Soft,8.0,8.0
19,26.599 ,1:42.383,bahrain2015,Soft,8.0,8.0
14,27.507 ,1:42.478,bahrain2015,Soft,8.0,8.0
13,28.247 ,1:42.220,bahrain2015,Medium,8.0,8.0
26,28.895 ,1:42.175,bahrain2015,Soft,8.0,8.0
28,50.001 ,1:44.730,bahrain2015,Soft,8.0,8.0
98,52.581 ,1:45.276,bahrain2015,Soft,8.0,8.0
33,64.611 ,1:41.257,bahrain2015,Medium,8.0,2.0
44,0,1:40.307,bahrain2015,Soft,9.0,9.0
6,5.346 ,1:40.293,bahrain2015,Soft,9.0,9.0
5,7.384 ,1:41.138,bahrain2015,Soft,9.0,9.0
7,8.050 ,1:41.066,bahrain2015,Soft,9.0,9.0
77,12.355 ,1:41.419,bahrain2015,Soft,9.0,9.0
3,15.280 ,1:41.271,bahrain2015,Soft,9.0,9.0
8,19.311 ,1:42.279,bahrain2015,Soft,9.0,9.0
9,23.312 ,1:42.522,bahrain2015,Soft,9.0,9.0
27,PIT  ,1:44.820,bahrain2015,Soft,9.0,9.0
11,25.075 ,1:41.893,bahrain2015,Soft,9.0,9.0
55,27.509 ,1:43.017,bahrain2015,Soft,9.0,9.0
14,29.912 ,1:42.712,bahrain2015,Soft,9.0,9.0
26,31.001 ,1:42.413,bahrain2015,Soft,9.0,9.0
12,PIT  ,1:45.928,bahrain2015,Soft,9.0,9.0
19,PIT  ,1:45.864,bahrain2015,Soft,9.0,9.0
13,PIT  ,1:45.144,bahrain2015,Medium,9.0,9.0
28,54.341 ,1:44.647,bahrain2015,Soft,9.0,9.0
98,57.867 ,1:45.593,bahrain2015,Soft,9.0,9.0
33,66.101 ,1:41.797,bahrain2015,Medium,9.0,3.0
44,0,1:40.368,bahrain2015,Soft,10.0,10.0
6,6.274 ,1:41.296,bahrain2015,Soft,10.0,10.0
5,7.860 ,1:40.844,bahrain2015,Soft,10.0,10.0
7,8.854 ,1:41.172,bahrain2015,Soft,10.0,10.0
77,13.508 ,1:41.521,bahrain2015,Soft,10.0,10.0
3,16.261 ,1:41.349,bahrain2015,Soft,10.0,10.0
8,21.329 ,1:42.386,bahrain2015,Soft,10.0,10.0
11,26.888 ,1:42.181,bahrain2015,Soft,10.0,10.0
9,PIT  ,1:45.312,bahrain2015,Soft,10.0,10.0
14,32.637 ,1:43.093,bahrain2015,Soft,10.0,10.0
26,32.942 ,1:42.309,bahrain2015,Soft,10.0,10.0
55,PIT  ,1:47.627,bahrain2015,Soft,10.0,10.0
27,46.079 ,2:02.568,bahrain2015,Soft,10.0,0.0
19,51.909 ,2:00.121,bahrain2015,Soft,10.0,0.0
12,53.197 ,2:02.476,bahrain2015,Soft,10.0,0.0
28,59.275 ,1:45.302,bahrain2015,Soft,10.0,10.0
13,59.429 ,2:06.713,bahrain2015,Soft,10.0,0.0
98,64.112 ,1:46.613,bahrain2015,Soft,10.0,10.0
33,67.564 ,1:41.831,bahrain2015,Medium,10.0,4.0
44,0,1:41.363,bahrain2015,Soft,11.0,11.0
6,5.875 ,1:40.964,bahrain2015,Soft,11.0,11.0
5,7.596 ,1:41.099,bahrain2015,Soft,11.0,11.0
7,8.683 ,1:41.192,bahrain2015,Soft,11.0,11.0
77,13.843 ,1:41.698,bahrain2015,Soft,11.0,11.0
3,16.644 ,1:41.746,bahrain2015,Soft,11.0,11.0
8,PIT  ,1:45.241,bahrain2015,Soft,11.0,11.0
11,27.492 ,1:41.967,bahrain2015,Soft,11.0,11.0
26,34.640 ,1:43.061,bahrain2015,Soft,11.0,11.0
14,35.855 ,1:44.581,bahrain2015,Soft,11.0,11.0
27,45.033 ,1:40.317,bahrain2015,Soft,11.0,1.0
9,48.016 ,2:01.123,bahrain2015,Soft,11.0,0.0
19,49.640 ,1:39.094,bahrain2015,Soft,11.0,1.0
12,51.177 ,1:39.343,bahrain2015,Soft,11.0,1.0
13,56.561 ,1:38.495,bahrain2015,Soft,11.0,1.0
28,63.968 ,1:46.056,bahrain2015,Soft,11.0,11.0
55,63.997 ,2:10.592,bahrain2015,Medium,11.0,0.0
33,69.314 ,1:43.113,bahrain2015,Medium,11.0,5.0
98,69.316 ,1:46.567,bahrain2015,Soft,11.0,11.0
44,0,1:40.781,bahrain2015,Soft,12.0,12.0
6,5.705 ,1:40.611,bahrain2015,Soft,12.0,12.0
7,9.170 ,1:41.268,bahrain2015,Soft,12.0,12.0
5,PIT  ,1:44.118,bahrain2015,Soft,12.0,12.0
77,15.124 ,1:42.062,bahrain2015,Soft,12.0,12.0
3,17.643 ,1:41.780,bahrain2015,Soft,12.0,12.0
11,28.741 ,1:42.030,bahrain2015,Soft,12.0,12.0
26,36.684 ,1:42.825,bahrain2015,Soft,12.0,12.0
14,PIT  ,1:46.103,bahrain2015,Soft,12.0,12.0
27,44.674 ,1:40.422,bahrain2015,Soft,12.0,2.0
8,44.989 ,2:00.563,bahrain2015,Soft,12.0,0.0
9,46.091 ,1:38.856,bahrain2015,Soft,12.0,1.0
19,48.334 ,1:39.475,bahrain2015,Soft,12.0,2.0
12,50.242 ,1:39.846,bahrain2015,Soft,12.0,2.0
13,55.231 ,1:39.451,bahrain2015,Soft,12.0,2.0
55,63.867 ,1:40.651,bahrain2015,Medium,12.0,1.0
28,69.065 ,1:45.878,bahrain2015,Soft,12.0,12.0
33,70.205 ,1:41.672,bahrain2015,Medium,12.0,6.0
98,75.496 ,1:46.961,bahrain2015,Soft,12.0,12.0
44,0,1:41.123,bahrain2015,Soft,13.0,13.0
6,PIT  ,1:43.611,bahrain2015,Soft,13.0,13.0
7,9.195 ,1:41.148,bahrain2015,Soft,13.0,13.0
77,PIT  ,1:45.572,bahrain2015,Soft,13.0,13.0
3,PIT  ,1:44.553,bahrain2015,Soft,13.0,13.0
5,28.138 ,1:58.328,bahrain2015,Soft,13.0,0.0
11,30.567 ,1:42.949,bahrain2015,Soft,13.0,13.0
26,38.171 ,1:42.610,bahrain2015,Soft,13.0,13.0
8,43.422 ,1:39.556,bahrain2015,Soft,13.0,1.0
27,45.140 ,1:41.589,bahrain2015,Soft,13.0,3.0
9,45.601 ,1:40.633,bahrain2015,Soft,13.0,2.0
19,47.411 ,1:40.200,bahrain2015,Soft,13.0,3.0
12,49.210 ,1:40.091,bahrain2015,Soft,13.0,3.0
13,53.995 ,1:39.887,bahrain2015,Soft,13.0,3.0
14,61.937 ,2:01.883,bahrain2015,Medium,13.0,0.0
55,63.862 ,1:41.118,bahrain2015,Medium,13.0,2.0
33,72.370 ,1:43.288,bahrain2015,Medium,13.0,7.0
28,74.353 ,1:46.411,bahrain2015,Soft,13.0,13.0
98,81.432 ,1:47.059,bahrain2015,Soft,13.0,13.0
44,PIT  ,1:43.877,bahrain2015,Soft,14.0,14.0
7,6.291 ,1:40.973,bahrain2015,Soft,14.0,14.0
5,22.462 ,1:38.201,bahrain2015,Soft,14.0,1.0
6,22.865 ,1:58.549,bahrain2015,Soft,14.0,0.0
11,29.698 ,1:43.008,bahrain2015,Soft,14.0,14.0
77,36.714 ,2:01.018,bahrain2015,Soft,14.0,0.0
3,38.404 ,2:01.208,bahrain2015,Soft,14.0,0.0
26,PIT  ,1:45.467,bahrain2015,Soft,14.0,14.0
8,39.815 ,1:40.270,bahrain2015,Soft,14.0,2.0
9,41.824 ,1:40.100,bahrain2015,Soft,14.0,3.0
27,43.049 ,1:41.786,bahrain2015,Soft,14.0,4.0
19,44.054 ,1:40.520,bahrain2015,Soft,14.0,4.0
12,45.805 ,1:40.472,bahrain2015,Soft,14.0,4.0
13,50.291 ,1:40.173,bahrain2015,Soft,14.0,4.0
14,58.987 ,1:40.927,bahrain2015,Medium,14.0,1.0
55,60.831 ,1:40.846,bahrain2015,Medium,14.0,3.0
33,71.442 ,1:42.949,bahrain2015,Medium,14.0,8.0
28,76.433 ,1:45.957,bahrain2015,Soft,14.0,14.0
98,84.955 ,1:47.400,bahrain2015,Soft,14.0,14.0
7,0,1:40.898,bahrain2015,Soft,15.0,15.0
44,12.481 ,1:59.670,bahrain2015,Soft,15.0,0.0
6,13.366 ,1:37.690,bahrain2015,Soft,15.0,1.0
5,14.934 ,1:39.661,bahrain2015,Soft,15.0,2.0
11,25.509 ,1:43.000,bahrain2015,Soft,15.0,15.0
77,27.620 ,1:38.095,bahrain2015,Soft,15.0,1.0
3,30.636 ,1:39.421,bahrain2015,Soft,15.0,1.0
8,32.452 ,1:39.826,bahrain2015,Soft,15.0,3.0
9,34.949 ,1:40.314,bahrain2015,Soft,15.0,4.0
27,36.800 ,1:40.940,bahrain2015,Soft,15.0,5.0
19,37.565 ,1:40.700,bahrain2015,Soft,15.0,5.0
12,38.873 ,1:40.257,bahrain2015,Soft,15.0,5.0
13,43.251 ,1:40.149,bahrain2015,Soft,15.0,5.0
14,52.539 ,1:40.741,bahrain2015,Medium,15.0,2.0
55,54.588 ,1:40.946,bahrain2015,Medium,15.0,4.0
26,54.703 ,2:02.131,bahrain2015,Soft,15.0,0.0
33,66.265 ,1:42.012,bahrain2015,Medium,15.0,9.0
28,75.309 ,1:46.065,bahrain2015,Soft,15.0,15.0
98,85.409 ,1:47.643,bahrain2015,Soft,15.0,15.0
7,PIT  ,1:44.164,bahrain2015,Soft,16.0,16.0
44,6.462 ,1:38.145,bahrain2015,Soft,16.0,1.0
6,8.168 ,1:38.966,bahrain2015,Soft,16.0,2.0
5,9.687 ,1:38.917,bahrain2015,Soft,16.0,3.0
77,22.112 ,1:38.656,bahrain2015,Soft,16.0,2.0
3,26.352 ,1:39.880,bahrain2015,Soft,16.0,2.0
11,PIT  ,1:46.296,bahrain2015,Soft,16.0,16.0
8,28.510 ,1:40.222,bahrain2015,Soft,16.0,4.0
9,30.919 ,1:40.134,bahrain2015,Soft,16.0,5.0
27,33.385 ,1:40.749,bahrain2015,Soft,16.0,6.0
19,34.124 ,1:40.723,bahrain2015,Soft,16.0,6.0
12,35.248 ,1:40.539,bahrain2015,Soft,16.0,6.0
