NO,GAP,TIME,LAP,TIRE,TRACK,YEAR,RACE,SAFETY,STINT_LAP
3,89.155,100.784,9,Hard,japan,2015,14,0,8
3,90.138,100.702,10,Hard,japan,2015,14,0,9
3,90.568,100.542,11,Hard,japan,2015,14,0,10
3,91.135,100.639,12,Hard,japan,2015,14,0,11
3,91.600,100.621,13,Hard,japan,2015,14,0,12
3,92.539,100.92,14,Hard,japan,2015,14,0,13
3,93.403,101.107,15,Hard,japan,2015,14,0,14
3,91.553,101.11,16,Hard,japan,2015,14,0,15
3,75.863,102.321,17,Hard,japan,2015,14,0,16
3,79.836,102.094,18,Hard,japan,2015,14,0,17
3,82.451,101.101,19,Hard,japan,2015,14,0,18
3,85.775,101.285,20,Hard,japan,2015,14,0,19
3,88.528,101.425,21,Hard,japan,2015,14,0,20
3,91.078,101.47,22,Hard,japan,2015,14,0,21
3,94.049,101.528,23,Hard,japan,2015,14,0,22
3,PIT,103.669,24,Hard,japan,2015,14,0,1
3,1 LAP,118.336,25,Hard,japan,2015,14,0,1
3,1 LAP,99.138,26,Hard,japan,2015,14,0,2
3,1 LAP,99.516,27,Hard,japan,2015,14,0,3
3,1 LAP,99.538,28,Hard,japan,2015,14,0,4
3,1 LAP,99.36,29,Hard,japan,2015,14,0,5
3,1 LAP,99.327,30,Hard,japan,2015,14,0,6
3,1 LAP,101.196,31,Hard,japan,2015,14,0,7
3,1 LAP,98.898,32,Hard,japan,2015,14,0,8
3,1 LAP,99.118,33,Hard,japan,2015,14,0,9
3,1 LAP,99.041,34,Hard,japan,2015,14,0,10
3,1 LAP,98.925,35,Hard,japan,2015,14,0,11
3,1 LAP,99.328,36,Hard,japan,2015,14,0,12
3,1 LAP,99.139,37,Hard,japan,2015,14,0,13
3,1 LAP,99.489,38,Hard,japan,2015,14,0,14
3,1 LAP,103.513,39,Hard,japan,2015,14,0,15
3,1 LAP,99.63,40,Hard,japan,2015,14,0,16
3,1 LAP,100.017,41,Hard,japan,2015,14,0,17
3,1 LAP,100.675,42,Hard,japan,2015,14,0,18
3,1 LAP,99.259,43,Hard,japan,2015,14,0,19
3,1 LAP,99.732,44,Hard,japan,2015,14,0,20
3,1 LAP,100.198,45,Hard,japan,2015,14,0,21
3,1 LAP,100.128,46,Hard,japan,2015,14,0,22
3,1 LAP,100.563,47,Hard,japan,2015,14,0,23
3,1 LAP,101.244,48,Hard,japan,2015,14,0,24
3,1 LAP,102.892,49,Hard,japan,2015,14,0,25
3,1 LAP,103.972,50,Hard,japan,2015,14,0,26
3,1 LAP,101.547,51,Hard,japan,2015,14,0,27
3,1 LAP,102.794,52,Hard,japan,2015,14,0,28
5,1.641,101.283,1,Medium,japan,2015,14,0,29
5,2.230,100.249,2,Medium,japan,2015,14,0,30
5,2.461,99.861,3,Medium,japan,2015,14,0,31
5,2.527,99.888,4,Medium,japan,2015,14,0,32
5,3.263,99.876,5,Medium,japan,2015,14,0,33
5,3.743,99.999,6,Medium,japan,2015,14,0,34
5,4.295,100.186,7,Medium,japan,2015,14,0,35
5,4.757,100.35,8,Medium,japan,2015,14,0,36
5,5.228,100.376,9,Medium,japan,2015,14,0,37
5,6.040,100.531,10,Medium,japan,2015,14,0,38
5,6.647,100.719,11,Medium,japan,2015,14,0,39
5,7.596,101.021,12,Medium,japan,2015,14,0,40
5,PIT,103.402,13,Medium,japan,2015,14,0,1
5,29.678,118.817,14,Hard,japan,2015,14,0,1
5,28.902,99.467,15,Hard,japan,2015,14,0,2
5,25.452,99.51,16,Hard,japan,2015,14,0,3
5,6.913,99.472,17,Hard,japan,2015,14,0,4
5,8.156,99.364,18,Hard,japan,2015,14,0,5
5,9.226,99.556,19,Hard,japan,2015,14,0,6
5,10.580,99.315,20,Hard,japan,2015,14,0,7
5,11.036,99.128,21,Hard,japan,2015,14,0,8
5,11.218,99.102,22,Hard,japan,2015,14,0,9
5,12.190,99.529,23,Hard,japan,2015,14,0,10
5,12.735,99.172,24,Hard,japan,2015,14,0,11
5,12.947,98.915,25,Hard,japan,2015,14,0,12
5,13.501,99.0,26,Hard,japan,2015,14,0,13
5,13.752,99.003,27,Hard,japan,2015,14,0,14
5,13.369,99.009,28,Hard,japan,2015,14,0,15
5,13.232,99.094,29,Hard,japan,2015,14,0,16
5,PIT,100.732,30,Hard,japan,2015,14,0,1
5,31.097,117.856,31,Hard,japan,2015,14,0,1
5,10.880,97.906,32,Hard,japan,2015,14,0,2
5,12.728,97.993,33,Hard,japan,2015,14,0,3
5,12.619,98.192,34,Hard,japan,2015,14,0,4
5,12.638,98.561,35,Hard,japan,2015,14,0,5
5,12.736,98.495,36,Hard,japan,2015,14,0,6
5,12.584,98.442,37,Hard,japan,2015,14,0,7
5,11.671,98.092,38,Hard,japan,2015,14,0,8
5,11.718,98.664,39,Hard,japan,2015,14,0,9
5,13.074,99.204,40,Hard,japan,2015,14,0,10
5,13.802,99.534,41,Hard,japan,2015,14,0,11
5,14.765,98.964,42,Hard,japan,2015,14,0,12
5,15.298,98.774,43,Hard,japan,2015,14,0,13
5,15.725,98.993,44,Hard,japan,2015,14,0,14
5,17.277,100.063,45,Hard,japan,2015,14,0,15
5,17.818,98.984,46,Hard,japan,2015,14,0,16
5,18.114,98.491,47,Hard,japan,2015,14,0,17
5,18.582,98.973,48,Hard,japan,2015,14,0,18
5,19.097,99.016,49,Hard,japan,2015,14,0,19
5,18.759,98.639,50,Hard,japan,2015,14,0,20
5,19.114,99.079,51,Hard,japan,2015,14,0,21
5,20.670,99.746,52,Hard,japan,2015,14,0,22
5,20.850,98.771,53,Hard,japan,2015,14,0,23
6,3.373,103.015,1,Medium,japan,2015,14,0,24
6,4.761,101.048,2,Medium,japan,2015,14,0,25
6,5.626,100.495,3,Medium,japan,2015,14,0,26
6,5.574,99.77,4,Medium,japan,2015,14,0,27
6,7.022,100.588,5,Medium,japan,2015,14,0,28
6,8.039,100.536,6,Medium,japan,2015,14,0,29
6,10.274,101.869,7,Medium,japan,2015,14,0,30
6,11.407,101.021,8,Medium,japan,2015,14,0,31
6,12.355,100.853,9,Medium,japan,2015,14,0,32
6,12.925,100.289,10,Medium,japan,2015,14,0,33
6,13.353,100.54,11,Medium,japan,2015,14,0,34
6,13.086,99.805,12,Medium,japan,2015,14,0,35
6,12.865,99.935,13,Medium,japan,2015,14,0,36
6,13.001,100.117,14,Medium,japan,2015,14,0,37
6,PIT,102.576,15,Medium,japan,2015,14,0,1
6,29.729,117.355,16,Hard,japan,2015,14,0,1
6,11.700,99.982,17,Hard,japan,2015,14,0,2
6,11.933,98.354,18,Hard,japan,2015,14,0,3
6,11.827,98.38,19,Hard,japan,2015,14,0,4
6,12.739,98.873,20,Hard,japan,2015,14,0,5
6,12.978,98.911,21,Hard,japan,2015,14,0,6
6,13.086,99.028,22,Hard,japan,2015,14,0,7
6,14.113,99.584,23,Hard,japan,2015,14,0,8
6,14.707,99.221,24,Hard,japan,2015,14,0,9
6,15.292,99.288,25,Hard,japan,2015,14,0,10
6,15.568,98.722,26,Hard,japan,2015,14,0,11
6,15.746,98.93,27,Hard,japan,2015,14,0,12
6,15.356,99.002,28,Hard,japan,2015,14,0,13
6,PIT,101.343,29,Hard,japan,2015,14,0,1
6,34.125,115.869,30,Hard,japan,2015,14,0,1
6,29.761,97.147,31,Hard,japan,2015,14,0,2
6,9.292,97.654,32,Hard,japan,2015,14,0,3
6,10.672,97.525,33,Hard,japan,2015,14,0,4
6,10.086,97.715,34,Hard,japan,2015,14,0,5
6,9.554,98.01,35,Hard,japan,2015,14,0,6
6,9.719,98.562,36,Hard,japan,2015,14,0,7
6,10.026,98.901,37,Hard,japan,2015,14,0,8
6,9.826,98.805,38,Hard,japan,2015,14,0,9
6,9.963,98.754,39,Hard,japan,2015,14,0,10
6,12.002,99.887,40,Hard,japan,2015,14,0,11
6,12.021,98.825,41,Hard,japan,2015,14,0,12
6,12.625,98.605,42,Hard,japan,2015,14,0,13
6,13.055,98.671,43,Hard,japan,2015,14,0,14
6,14.221,99.732,44,Hard,japan,2015,14,0,15
6,15.403,99.693,45,Hard,japan,2015,14,0,16
6,15.487,98.527,46,Hard,japan,2015,14,0,17
6,16.044,98.752,47,Hard,japan,2015,14,0,18
6,16.443,98.904,48,Hard,japan,2015,14,0,19
6,16.871,98.929,49,Hard,japan,2015,14,0,20
6,16.818,98.924,50,Hard,japan,2015,14,0,21
6,17.267,99.173,51,Hard,japan,2015,14,0,22
6,18.082,99.005,52,Hard,japan,2015,14,0,23
6,18.964,99.473,53,Hard,japan,2015,14,0,24
7,4.332,103.974,1,Medium,japan,2015,14,0,25
7,5.677,101.005,2,Medium,japan,2015,14,0,26
7,6.763,100.716,3,Medium,japan,2015,14,0,27
7,7.645,100.704,4,Medium,japan,2015,14,0,28
7,9.042,100.537,5,Medium,japan,2015,14,0,29
7,9.977,100.454,6,Medium,japan,2015,14,0,30
7,11.329,100.986,7,Medium,japan,2015,14,0,31
7,12.519,101.078,8,Medium,japan,2015,14,0,32
7,13.945,101.331,9,Medium,japan,2015,14,0,33
7,14.940,100.714,10,Medium,japan,2015,14,0,34
7,15.462,100.634,11,Medium,japan,2015,14,0,35
7,15.655,100.265,12,Medium,japan,2015,14,0,36
7,15.943,100.444,13,Medium,japan,2015,14,0,37
7,PIT,102.914,14,Medium,japan,2015,14,0,1
7,37.467,118.834,15,Hard,japan,2015,14,0,1
7,33.879,99.372,16,Hard,japan,2015,14,0,2
7,14.947,99.079,17,Hard,japan,2015,14,0,3
7,15.882,99.056,18,Hard,japan,2015,14,0,4
7,16.797,99.401,19,Hard,japan,2015,14,0,5
7,17.933,99.097,20,Hard,japan,2015,14,0,6
7,18.754,99.493,21,Hard,japan,2015,14,0,7
7,19.496,99.662,22,Hard,japan,2015,14,0,8
7,21.268,100.329,23,Hard,japan,2015,14,0,9
7,22.360,99.719,24,Hard,japan,2015,14,0,10
7,23.198,99.541,25,Hard,japan,2015,14,0,11
7,24.777,100.025,26,Hard,japan,2015,14,0,12
7,25.862,99.837,27,Hard,japan,2015,14,0,13
7,PIT,102.904,28,Hard,japan,2015,14,0,1
7,47.743,117.6,29,Hard,japan,2015,14,0,1
7,47.796,99.265,30,Hard,japan,2015,14,0,2
7,44.749,98.464,31,Hard,japan,2015,14,0,3
7,24.661,98.035,32,Hard,japan,2015,14,0,4
7,26.766,98.25,33,Hard,japan,2015,14,0,5
7,26.597,98.132,34,Hard,japan,2015,14,0,6
7,26.132,98.077,35,Hard,japan,2015,14,0,7
7,25.962,98.227,36,Hard,japan,2015,14,0,8
7,25.847,98.479,37,Hard,japan,2015,14,0,9
7,25.468,98.626,38,Hard,japan,2015,14,0,10
7,25.509,98.658,39,Hard,japan,2015,14,0,11
7,26.236,98.575,40,Hard,japan,2015,14,0,12
7,26.593,99.163,41,Hard,japan,2015,14,0,13
7,27.391,98.799,42,Hard,japan,2015,14,0,14
7,28.122,98.972,43,Hard,japan,2015,14,0,15
7,28.430,98.874,44,Hard,japan,2015,14,0,16
7,28.597,98.678,45,Hard,japan,2015,14,0,17
7,28.940,98.786,46,Hard,japan,2015,14,0,18
7,29.950,99.205,47,Hard,japan,2015,14,0,19
7,30.557,99.112,48,Hard,japan,2015,14,0,20
7,31.301,99.245,49,Hard,japan,2015,14,0,21
7,32.525,100.201,50,Hard,japan,2015,14,0,22
7,32.430,98.629,51,Hard,japan,2015,14,0,23
7,32.851,98.611,52,Hard,japan,2015,14,0,24
7,33.768,99.508,53,Hard,japan,2015,14,0,25
8,5.197,104.839,1,Medium,japan,2015,14,0,26
8,6.906,101.369,2,Medium,japan,2015,14,0,27
8,8.314,101.038,3,Medium,japan,2015,14,0,28
8,9.384,100.892,4,Medium,japan,2015,14,0,29
8,11.210,100.966,5,Medium,japan,2015,14,0,30
8,12.877,101.186,6,Medium,japan,2015,14,0,31
8,14.500,101.257,7,Medium,japan,2015,14,0,32
8,16.170,101.558,8,Medium,japan,2015,14,0,33
8,17.494,101.229,9,Medium,japan,2015,14,0,34
8,19.152,101.377,10,Medium,japan,2015,14,0,35
8,PIT,103.964,11,Medium,japan,2015,14,0,1
8,44.180,121.248,12,Medium,japan,2015,14,0,1
8,45.429,101.405,13,Medium,japan,2015,14,0,2
8,46.010,100.562,14,Medium,japan,2015,14,0,3
8,45.990,100.223,15,Medium,japan,2015,14,0,4
8,43.153,100.123,16,Medium,japan,2015,14,0,5
8,25.126,99.984,17,Medium,japan,2015,14,0,6
8,26.953,99.948,18,Medium,japan,2015,14,0,7
8,28.640,100.173,19,Medium,japan,2015,14,0,8
8,30.671,99.992,20,Medium,japan,2015,14,0,9
8,32.026,100.027,21,Medium,japan,2015,14,0,10
8,33.436,100.33,22,Medium,japan,2015,14,0,11
8,35.557,100.678,23,Medium,japan,2015,14,0,12
8,37.813,100.883,24,Medium,japan,2015,14,0,13
8,39.695,100.585,25,Medium,japan,2015,14,0,14
8,41.688,100.439,26,Medium,japan,2015,14,0,15
8,43.463,100.527,27,Medium,japan,2015,14,0,16
8,44.585,100.514,28,Medium,japan,2015,14,0,17
8,46.029,100.675,29,Medium,japan,2015,14,0,18
8,47.703,100.886,30,Medium,japan,2015,14,0,19
8,48.744,102.552,31,Medium,japan,2015,14,0,20
8,31.891,101.27,32,Medium,japan,2015,14,0,21
8,PIT,106.409,33,Medium,japan,2015,14,0,1
8,64.100,120.246,34,Hard,japan,2015,14,0,1
8,63.725,98.167,35,Hard,japan,2015,14,0,2
8,63.878,98.55,36,Hard,japan,2015,14,0,3
8,63.670,98.386,37,Hard,japan,2015,14,0,4
8,63.838,99.173,38,Hard,japan,2015,14,0,5
8,64.129,98.908,39,Hard,japan,2015,14,0,6
8,65.036,98.755,40,Hard,japan,2015,14,0,7
8,64.909,98.679,41,Hard,japan,2015,14,0,8
8,65.407,98.499,42,Hard,japan,2015,14,0,9
8,66.665,99.499,43,Hard,japan,2015,14,0,10
8,66.962,98.863,44,Hard,japan,2015,14,0,11
8,67.014,98.563,45,Hard,japan,2015,14,0,12
8,67.002,98.431,46,Hard,japan,2015,14,0,13
8,67.399,98.592,47,Hard,japan,2015,14,0,14
8,67.834,98.94,48,Hard,japan,2015,14,0,15
8,68.193,98.86,49,Hard,japan,2015,14,0,16
8,68.514,99.298,50,Hard,japan,2015,14,0,17
8,69.216,99.426,51,Hard,japan,2015,14,0,18
8,70.627,99.601,52,Hard,japan,2015,14,0,19
8,72.298,100.262,53,Hard,japan,2015,14,0,20
9,7.840,107.482,1,Medium,japan,2015,14,0,21
9,10.804,102.624,2,Medium,japan,2015,14,0,22
9,13.401,102.227,3,Medium,japan,2015,14,0,23
9,16.279,102.7,4,Medium,japan,2015,14,0,24
9,19.981,102.842,5,Medium,japan,2015,14,0,25
9,22.486,102.024,6,Medium,japan,2015,14,0,26
9,24.943,102.091,7,Medium,japan,2015,14,0,27
9,27.241,102.186,8,Medium,japan,2015,14,0,28
9,29.243,101.907,9,Medium,japan,2015,14,0,29
9,39.441,109.917,10,Medium,japan,2015,14,0,30
9,41.025,101.696,11,Medium,japan,2015,14,0,31
9,43.216,102.263,12,Medium,japan,2015,14,0,32
9,PIT,108.718,13,Medium,japan,2015,14,0,1
9,72.312,120.515,14,Medium,japan,2015,14,0,1
9,72.067,99.998,15,Medium,japan,2015,14,0,2
9,69.797,100.69,16,Medium,japan,2015,14,0,3
9,52.599,100.813,17,Medium,japan,2015,14,0,4
9,55.638,101.16,18,Medium,japan,2015,14,0,5
9,58.602,101.45,19,Medium,japan,2015,14,0,6
9,61.815,101.174,20,Medium,japan,2015,14,0,7
9,64.775,101.632,21,Medium,japan,2015,14,0,8
9,67.492,101.637,22,Medium,japan,2015,14,0,9
9,70.733,101.798,23,Medium,japan,2015,14,0,10
9,73.360,101.254,24,Medium,japan,2015,14,0,11
9,76.011,101.354,25,Medium,japan,2015,14,0,12
9,PIT,104.498,26,Medium,japan,2015,14,0,1
9,1 LAP,118.739,27,Hard,japan,2015,14,0,1
9,1 LAP,99.343,28,Hard,japan,2015,14,0,2
9,1 LAP,99.915,29,Hard,japan,2015,14,0,3
9,1 LAP,100.056,30,Hard,japan,2015,14,0,4
9,102.162,100.144,31,Hard,japan,2015,14,0,5
9,84.420,100.381,32,Hard,japan,2015,14,0,6
9,88.440,100.165,33,Hard,japan,2015,14,0,7
9,90.690,100.551,34,Hard,japan,2015,14,0,8
9,92.717,100.569,35,Hard,japan,2015,14,0,9
9,95.024,100.704,36,Hard,japan,2015,14,0,10
9,98.123,101.693,37,Hard,japan,2015,14,0,11
9,1 LAP,101.828,38,Hard,japan,2015,14,0,12
9,1 LAP,100.077,39,Hard,japan,2015,14,0,13
9,1 LAP,100.265,40,Hard,japan,2015,14,0,14
9,1 LAP,100.6,41,Hard,japan,2015,14,0,15
9,1 LAP,100.417,42,Hard,japan,2015,14,0,16
9,1 LAP,101.01,43,Hard,japan,2015,14,0,17
9,1 LAP,101.835,44,Hard,japan,2015,14,0,18
9,1 LAP,101.949,45,Hard,japan,2015,14,0,19
9,1 LAP,100.699,46,Hard,japan,2015,14,0,20
9,1 LAP,101.206,47,Hard,japan,2015,14,0,21
9,1 LAP,102.102,48,Hard,japan,2015,14,0,22
9,1 LAP,103.46,49,Hard,japan,2015,14,0,23
9,1 LAP,102.984,50,Hard,japan,2015,14,0,24
9,1 LAP,101.753,51,Hard,japan,2015,14,0,25
9,1 LAP,102.427,52,Hard,japan,2015,14,0,26
11,PIT,115.775,1,Medium,japan,2015,14,0,1
11,37.788,121.315,2,Hard,japan,2015,14,0,1
11,38.431,100.273,3,Hard,japan,2015,14,0,2
11,39.303,100.694,4,Hard,japan,2015,14,0,3
11,41.003,100.84,5,Hard,japan,2015,14,0,4
11,42.302,100.818,6,Hard,japan,2015,14,0,5
11,45.059,102.391,7,Hard,japan,2015,14,0,6
11,47.604,102.433,8,Hard,japan,2015,14,0,7
11,49.170,101.471,9,Hard,japan,2015,14,0,8
11,50.438,100.987,10,Hard,japan,2015,14,0,9
11,52.044,101.718,11,Hard,japan,2015,14,0,10
11,53.609,101.637,12,Hard,japan,2015,14,0,11
11,54.985,101.532,13,Hard,japan,2015,14,0,12
11,57.022,102.018,14,Hard,japan,2015,14,0,13
11,58.913,102.134,15,Hard,japan,2015,14,0,14
11,58.259,102.306,16,Hard,japan,2015,14,0,15
11,42.598,102.35,17,Hard,japan,2015,14,0,16
11,PIT,105.282,18,Hard,japan,2015,14,0,1
11,70.168,118.895,19,Hard,japan,2015,14,0,1
11,70.805,98.598,20,Hard,japan,2015,14,0,2
11,72.196,100.063,21,Hard,japan,2015,14,0,3
11,74.333,101.057,22,Hard,japan,2015,14,0,4
11,77.369,101.593,23,Hard,japan,2015,14,0,5
11,78.055,99.313,24,Hard,japan,2015,14,0,6
11,79.198,99.846,25,Hard,japan,2015,14,0,7
11,80.657,99.905,26,Hard,japan,2015,14,0,8
11,82.292,100.387,27,Hard,japan,2015,14,0,9
11,82.828,99.928,28,Hard,japan,2015,14,0,10
11,83.664,100.067,29,Hard,japan,2015,14,0,11
11,84.514,100.062,30,Hard,japan,2015,14,0,12
11,82.652,99.649,31,Hard,japan,2015,14,0,13
11,64.563,100.034,32,Hard,japan,2015,14,0,14
11,68.560,100.142,33,Hard,japan,2015,14,0,15
11,70.553,100.294,34,Hard,japan,2015,14,0,16
11,72.825,100.814,35,Hard,japan,2015,14,0,17
11,PIT,103.377,36,Hard,japan,2015,14,0,1
11,1 LAP,121.475,37,Hard,japan,2015,14,0,1
11,1 LAP,100.528,38,Hard,japan,2015,14,0,2
11,1 LAP,99.334,39,Hard,japan,2015,14,0,3
11,1 LAP,100.411,40,Hard,japan,2015,14,0,4
11,1 LAP,100.528,41,Hard,japan,2015,14,0,5
11,1 LAP,100.142,42,Hard,japan,2015,14,0,6
11,1 LAP,101.038,43,Hard,japan,2015,14,0,7
11,1 LAP,103.02,44,Hard,japan,2015,14,0,8
11,1 LAP,101.024,45,Hard,japan,2015,14,0,9
11,1 LAP,100.549,46,Hard,japan,2015,14,0,10
11,1 LAP,101.201,47,Hard,japan,2015,14,0,11
11,1 LAP,100.59,48,Hard,japan,2015,14,0,12
11,1 LAP,99.071,49,Hard,japan,2015,14,0,13
11,1 LAP,98.591,50,Hard,japan,2015,14,0,14
11,1 LAP,98.899,51,Hard,japan,2015,14,0,15
11,1 LAP,99.079,52,Hard,japan,2015,14,0,16
12,9.315,108.957,1,Medium,japan,2015,14,0,17
12,12.451,102.796,2,Medium,japan,2015,14,0,18
12,16.085,103.264,3,Medium,japan,2015,14,0,19
12,18.352,102.089,4,Medium,japan,2015,14,0,20
12,21.553,102.341,5,Medium,japan,2015,14,0,21
12,24.986,102.952,6,Medium,japan,2015,14,0,22
12,28.414,103.062,7,Medium,japan,2015,14,0,23
12,31.534,103.008,8,Medium,japan,2015,14,0,24
12,34.906,103.277,9,Medium,japan,2015,14,0,25
12,PIT,106.061,10,Medium,japan,2015,14,0,1
12,66.285,125.149,11,Hard,japan,2015,14,0,1
12,68.151,101.938,12,Hard,japan,2015,14,0,2
12,69.923,101.928,13,Hard,japan,2015,14,0,3
12,72.054,102.112,14,Hard,japan,2015,14,0,4
12,75.415,103.604,15,Hard,japan,2015,14,0,5
12,74.451,101.996,16,Hard,japan,2015,14,0,6
12,57.711,101.271,17,Hard,japan,2015,14,0,7
12,61.140,101.55,18,Hard,japan,2015,14,0,8
12,64.406,101.752,19,Hard,japan,2015,14,0,9
12,68.931,102.486,20,Hard,japan,2015,14,0,10
12,71.530,101.271,21,Hard,japan,2015,14,0,11
12,73.859,101.249,22,Hard,japan,2015,14,0,12
12,77.073,101.771,23,Hard,japan,2015,14,0,13
12,80.977,102.531,24,Hard,japan,2015,14,0,14
12,83.810,101.536,25,Hard,japan,2015,14,0,15
12,86.456,101.092,26,Hard,japan,2015,14,0,16
12,90.227,102.523,27,Hard,japan,2015,14,0,17
12,93.063,102.228,28,Hard,japan,2015,14,0,18
12,94.935,101.103,29,Hard,japan,2015,14,0,19
12,PIT,103.913,30,Hard,japan,2015,14,0,1
12,1 LAP,123.187,31,Medium,japan,2015,14,0,1
12,1 LAP,100.146,32,Medium,japan,2015,14,0,2
12,1 LAP,100.267,33,Medium,japan,2015,14,0,3
12,1 LAP,103.241,34,Medium,japan,2015,14,0,4
12,1 LAP,100.527,35,Medium,japan,2015,14,0,5
12,1 LAP,100.549,36,Medium,japan,2015,14,0,6
12,1 LAP,100.832,37,Medium,japan,2015,14,0,7
12,1 LAP,100.676,38,Medium,japan,2015,14,0,8
12,1 LAP,100.088,39,Medium,japan,2015,14,0,9
12,1 LAP,102.173,40,Medium,japan,2015,14,0,10
12,1 LAP,100.54,41,Medium,japan,2015,14,0,11
12,1 LAP,101.635,42,Medium,japan,2015,14,0,12
12,1 LAP,100.877,43,Medium,japan,2015,14,0,13
12,1 LAP,101.088,44,Medium,japan,2015,14,0,14
12,1 LAP,101.645,45,Medium,japan,2015,14,0,15
12,1 LAP,100.272,46,Medium,japan,2015,14,0,16
12,1 LAP,102.169,47,Medium,japan,2015,14,0,17
12,1 LAP,102.141,48,Medium,japan,2015,14,0,18
12,PIT,106.879,49,Medium,japan,2015,14,0,1
13,5.589,105.231,1,Medium,japan,2015,14,0,1
13,7.707,101.778,2,Medium,japan,2015,14,0,2
13,9.100,101.023,3,Medium,japan,2015,14,0,3
13,10.715,101.437,4,Medium,japan,2015,14,0,4
13,12.669,101.094,5,Medium,japan,2015,14,0,5
13,14.379,101.229,6,Medium,japan,2015,14,0,6
13,16.264,101.519,7,Medium,japan,2015,14,0,7
13,17.722,101.346,8,Medium,japan,2015,14,0,8
13,19.354,101.537,9,Medium,japan,2015,14,0,9
13,20.997,101.362,10,Medium,japan,2015,14,0,10
13,22.287,101.402,11,Medium,japan,2015,14,0,11
13,PIT,103.444,12,Medium,japan,2015,14,0,1
13,47.324,121.821,13,Medium,japan,2015,14,0,1
13,47.274,99.931,14,Medium,japan,2015,14,0,2
13,47.304,100.273,15,Medium,japan,2015,14,0,3
13,44.524,100.18,16,Medium,japan,2015,14,0,4
13,27.029,100.516,17,Medium,japan,2015,14,0,5
13,29.401,100.493,18,Medium,japan,2015,14,0,6
13,31.283,100.368,19,Medium,japan,2015,14,0,7
13,33.535,100.213,20,Medium,japan,2015,14,0,8
13,35.022,100.159,21,Medium,japan,2015,14,0,9
13,36.400,100.298,22,Medium,japan,2015,14,0,10
13,38.514,100.671,23,Medium,japan,2015,14,0,11
13,40.553,100.666,24,Medium,japan,2015,14,0,12
13,42.196,100.346,25,Medium,japan,2015,14,0,13
13,44.225,100.475,26,Medium,japan,2015,14,0,14
13,45.906,100.433,27,Medium,japan,2015,14,0,15
13,46.939,100.425,28,Medium,japan,2015,14,0,16
13,48.972,101.264,29,Hard,japan,2015,14,0,17
13,51.036,101.276,30,Hard,japan,2015,14,0,18
13,50.557,101.032,31,Hard,japan,2015,14,0,19
13,33.601,101.167,32,Hard,japan,2015,14,0,20
13,39.784,102.328,33,Hard,japan,2015,14,0,21
13,42.096,100.613,34,Hard,japan,2015,14,0,22
13,44.806,101.252,35,Hard,japan,2015,14,0,23
13,PIT,103.928,36,Hard,japan,2015,14,0,1
13,70.628,118.885,37,Hard,japan,2015,14,0,1
13,70.254,98.631,38,Hard,japan,2015,14,0,2
13,69.773,98.136,39,Hard,japan,2015,14,0,3
13,70.170,98.245,40,Hard,japan,2015,14,0,4
13,69.936,98.572,41,Hard,japan,2015,14,0,5
13,70.774,98.839,42,Hard,japan,2015,14,0,6
13,71.510,98.977,43,Hard,japan,2015,14,0,7
13,71.523,98.579,44,Hard,japan,2015,14,0,8
13,71.538,98.526,45,Hard,japan,2015,14,0,9
13,71.608,98.513,46,Hard,japan,2015,14,0,10
13,71.737,98.324,47,Hard,japan,2015,14,0,11
13,71.691,98.459,48,Hard,japan,2015,14,0,12
13,71.703,98.513,49,Hard,japan,2015,14,0,13
13,71.311,98.585,50,Hard,japan,2015,14,0,14
13,71.166,98.579,51,Hard,japan,2015,14,0,15
13,71.984,99.008,52,Hard,japan,2015,14,0,16
13,73.575,100.182,53,Medium,japan,2015,14,0,17
14,6.825,106.467,1,Hard,japan,2015,14,0,18
14,9.554,102.389,2,Hard,japan,2015,14,0,19
14,12.207,102.283,3,Hard,japan,2015,14,0,20
14,15.295,102.91,4,Hard,japan,2015,14,0,21
14,19.659,103.504,5,Hard,japan,2015,14,0,22
14,23.635,103.495,6,Hard,japan,2015,14,0,23
14,26.760,102.759,7,Hard,japan,2015,14,0,24
14,29.378,102.506,8,Hard,japan,2015,14,0,25
14,PIT,104.819,9,Hard,japan,2015,14,0,1
14,56.455,121.882,10,Hard,japan,2015,14,0,1
14,57.777,101.434,11,Hard,japan,2015,14,0,2
14,59.457,101.752,12,Hard,japan,2015,14,0,3
14,60.859,101.558,13,Hard,japan,2015,14,0,4
14,62.716,101.838,14,Hard,japan,2015,14,0,5
14,63.865,101.392,15,Hard,japan,2015,14,0,6
14,62.240,101.335,16,Medium,japan,2015,14,0,7
14,45.683,101.454,17,Medium,japan,2015,14,0,8
14,49.040,101.478,18,Medium,japan,2015,14,0,9
14,51.835,101.281,19,Medium,japan,2015,14,0,10
14,55.397,101.523,20,Medium,japan,2015,14,0,11
14,58.070,101.345,21,Medium,japan,2015,14,0,12
14,60.459,101.309,22,Medium,japan,2015,14,0,13
14,63.316,101.414,23,Medium,japan,2015,14,0,14
14,65.993,101.304,24,Medium,japan,2015,14,0,15
14,68.641,101.351,25,Medium,japan,2015,14,0,16
14,72.318,102.123,26,Medium,japan,2015,14,0,17
14,75.273,101.707,27,Medium,japan,2015,14,0,18
14,PIT,103.934,28,Medium,japan,2015,14,0,1
14,1 LAP,119.389,29,Medium,japan,2015,14,0,1
14,100.632,99.871,30,Medium,japan,2015,14,0,2
